id,name_clean,name_last_first,name_key,country_clean,country_key,appearance_count,years,medals_by_year,rank_averages_by_year,percentiles_by_year,contestant_ids,name_variants,country_variants
451,Justin Adrian Halim,"Halim, Justin Adrian",justin adrian halim,Indonesia,indonesia,1,2015,2015:Merit,2015:198,2015:0.3571428571,INA2A02,,Indonesia
452,Kanaya Padma Yudewo,"Yudewo, Kanaya Padma",kanaya padma yudewo,Indonesia,indonesia,1,2015,2015:Bronze,2015:93,2015:0.6980519481,INA2C03,,Indonesia
453,Kenzie Al Hassan Satria,"Satria, Kenzie Al Hassan",kenzie al hassan satria,Indonesia,indonesia,1,2021,2021:Silver,2021:53,2021:0.8301282051,INA2B-P04,,Indonesia
454,Kevin Jonathan Kusnomo,"Kusnomo, Kevin Jonathan",kevin jonathan kusnomo,Indonesia,indonesia,1,2016,2016:Bronze,2016:74,2016:0.7175572519,INA-SP-A17,,Indonesia
455,Kevin Lius,"Lius, Kevin",kevin lius,Indonesia,indonesia,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Indonesia
456,Kezia Aurelia Cendranata,"Cendranata, Kezia Aurelia",kezia aurelia cendranata,Indonesia,indonesia,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Indonesia
457,Kezia Stevani Gerrard Silalahi,"Silalahi, Kezia Stevani Gerrard",kezia stevani gerrard silalahi,Indonesia,indonesia,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,INA2B01,,Indonesia
458,Kinantan Arya Bagaspati,"Bagaspati, Kinantan Arya",kinantan arya bagaspati,Indonesia,indonesia,1,2013,2013:Gold,2013:4,2013:0.9863945578,,,Indonesia
459,Kyv Nathanael,"Nathanael, Kyv",kyv nathanael,Indonesia,indonesia,1,2021,2021:Bronze,2021:72,2021:0.7692307692,INA2D-P02,,Indonesia
460,Laura Intan Rusdiana,"Rusdiana, Laura Intan",laura intan rusdiana,Indonesia,indonesia,1,2016,2016:Merit,2016:187,2016:0.286259542,INA-SP-D29,,Indonesia
461,Leonardo Irvin Pratama,"Pratama, Leonardo Irvin",leonardo irvin pratama,Indonesia,indonesia,1,2013,2013:Gold,2013:13.5,2013:0.9540816327,,,Indonesia
462,Luthfi Bima Putra,"Putra, Luthfi Bima",luthfi bima putra,Indonesia,indonesia,1,2017,2017:Bronze,2017:76,2017:0.745819398,INA2D04,Luthfi Bimaputra,Indonesia
463,Luvidi Pranawa Alghari,"Alghari, Luvidi Pranawa",luvidi pranawa alghari,Indonesia,indonesia,2,2021;2022,2021:Silver;2022:Bronze,2021:53;2022:102.5,2021:0.8301282051;2022:0.6440972222,INA2A-P01;INA2A-P02,,Indonesia
464,M. Bhre Zidane Pribadi,"Pribadi, M. Bhre Zidane",m bhre zidane pribadi,Indonesia,indonesia,1,2021,2021:Bronze,2021:112.5,2021:0.6394230769,INA2D-P03,,Indonesia
465,M. Irsyad Asrif,"Asrif, M. Irsyad",m irsyad asrif,Indonesia,indonesia,1,2021,2021:Silver,2021:53,2021:0.8301282051,INA2C-P03,,Indonesia
466,Mafazi Ikhwan Dhandi Hibatullah,"Hibatullah, Mafazi Ikhwan Dhandi",mafazi ikhwan dhandi hibatullah,Indonesia,indonesia,1,2018,2018:Bronze,2018:96.5,2018:0.6926751592,INA2C03,,Indonesia
467,Maritza Andreanne Rafa,"Rafa, Maritza Andreanne",maritza andreanne rafa,Indonesia,indonesia,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,INA2A03,,Indonesia
468,Matthew Allan,"Allan, Matthew",matthew allan,Indonesia,indonesia,1,2018,2018:Bronze,2018:64,2018:0.7961783439,INA2A01,,Indonesia
469,Maulana Satya Adigama,"Satya Adigama, Maulana",maulana satya adigama,Indonesia,indonesia,2,2017;2018,2017:Bronze;2018:Bronze,2017:102;2018:64,2017:0.6588628763;2018:0.7961783439,INA2B04;INA2E04,,Indonesia
470,Melina Alfiatannafi’Ah,"Alfiatannafi’Ah, Melina",melina alfiatannafi ah,Indonesia,indonesia,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,INA2C04,,Indonesia
471,Michelle Aurelia Yudianto,"Yudianto, Michelle Aurelia",michelle aurelia yudianto,Indonesia,indonesia,1,2019,2019:Silver,2019:47.5,2019:0.8137254902,INA2A02,,Indonesia
472,Moses Markhesywan Ganda Ribowo,"Ribowo, Moses Markhesywan Ganda",moses markhesywan ganda ribowo,Indonesia,indonesia,1,2022,2022:Merit,2022:131,2022:0.5451388889,INA2A-P03,,Indonesia
473,Muhammad Abdurrahman Basyah,"Basyah, Muhammad Abdurrahman",muhammad abdurrahman basyah,Indonesia,indonesia,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,INA2A02,,Indonesia
474,Muhammad Ali Zainal Abidin,"Abidin, Muhammad Ali Zainal",muhammad ali zainal abidin,Indonesia,indonesia,1,2016,2016:Bronze,2016:74,2016:0.7175572519,INA-SP-B18,,Indonesia
475,Muhammad Alman Haq,"Haq, Muhammad Alman",muhammad alman haq,Indonesia,indonesia,1,2022,2022:Bronze,2022:102.5,2022:0.6440972222,INA2F-P02,,Indonesia
476,Muhammad Arif Wibisono,"Wibisono, Muhammad Arif",muhammad arif wibisono,Indonesia,indonesia,2,2015;2016,2015:Merit;2016:Silver,2015:198;2016:37.5,2015:0.3571428571;2016:0.856870229,INA2C04;INA-SP-A16,,Indonesia
477,Muhammad Faiq Dhiya Ul Haq,"Haq, Muhammad Faiq Dhiya Ul",muhammad faiq dhiya ul haq,Indonesia,indonesia,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Indonesia
478,Muhammad Fatih Firdausi,"Firdausi, Muhammad Fatih",muhammad fatih firdausi,Indonesia,indonesia,1,2023,2023:Merit,2023:186,2023:0.3961038961,INA2B-P03,,Indonesia
479,Muhammad Genta Ksatria Bumi,"Bumi, Muhammad Genta Ksatria",muhammad genta ksatria bumi,Indonesia,indonesia,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,INA2C-P04,,Indonesia
480,Muhammad Halif,"Halif, Muhammad",muhammad halif,Indonesia,indonesia,1,2015,2015:Merit,2015:198,2015:0.3571428571,INA2D01,,Indonesia
481,Muhammad Ilham Alfarisi,"Alfarisi, Muhammad Ilham",muhammad ilham alfarisi,Indonesia,indonesia,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,INA2D01,,Indonesia
482,Muhammad Nabiel Indraprasta Irawan,"Irawan, Muhammad Nabiel Indraprasta",muhammad nabiel indraprasta irawan,Indonesia,indonesia,1,2014,2014:Merit,2014:135,2014:0.5820433437,INA2D02,,Indonesia
483,Muhammad Surya Siddiq,"Siddiq, Muhammad Surya",muhammad surya siddiq,Indonesia,indonesia,2,2013;2014,2013:Bronze;2014:Silver,2013:101;2014:39,2013:0.656462585;2014:0.8792569659,;INA2A04,M. Surya Siddiq,Indonesia
484,Nabila Zara Widyana,"Widyana, Nabila Zara",nabila zara widyana,Indonesia,indonesia,2,2021;2022,2021:Merit;2022:Bronze,2021:193;2022:102.5,2021:0.3814102564;2022:0.6440972222,INA2F-P02;INA2A-P04,,Indonesia
485,Nathanael Lukas Christianto,"Christianto, Nathanael Lukas",nathanael lukas christianto,Indonesia,indonesia,1,2014,2014:Gold,2014:20.5,2014:0.9365325077,INA2B04,,Indonesia
486,Nathania Chelan Priyanka Wisetya,"Wisetya, Nathania Chelan Priyanka",nathania chelan priyanka wisetya,Indonesia,indonesia,1,2022,2022:Bronze,2022:102.5,2022:0.6440972222,INA2F-P03,,Indonesia
487,Neilson Huang,"Huang, Neilson",neilson huang,Indonesia,indonesia,1,2021,2021:Bronze,2021:72,2021:0.7692307692,INA2A-P02,,Indonesia
488,Nicholas Devin Gunawan,"Gunawan, Nicholas Devin",nicholas devin gunawan,Indonesia,indonesia,1,2021,2021:Bronze,2021:112.5,2021:0.6394230769,INA2D-P04,,Indonesia
489,Nicholas Patrick,"Patrick, Nicholas",nicholas patrick,Indonesia,indonesia,1,2015,2015:Silver,2015:58,2015:0.8116883117,INA2B01,,Indonesia
490,Nindita Kusuma,"Kusuma, Nindita",nindita kusuma,Indonesia,indonesia,1,2022,2022:Merit,2022:131,2022:0.5451388889,INA2F-P04,,Indonesia
491,Nisrina Fathiyya Nugraha,"Nugraha, Nisrina Fathiyya",nisrina fathiyya nugraha,Indonesia,indonesia,2,2017;2018,2017:Merit;2018:Silver,2017:162;2018:37.5,2017:0.4581939799;2018:0.8805732484,INA2C02;INA2D04,,Indonesia
492,Nizam Fahim Prayogo,"Prayogo, Nizam Fahim",nizam fahim prayogo,Indonesia,indonesia,1,2021,2021:Merit,2021:163,2021:0.4775641026,INA2A-P03,,Indonesia
493,Noriko Khang,"Khang, Noriko",noriko khang,Indonesia,indonesia,2,2018;2019,2018:Merit;2019:Silver,2018:177.5;2019:30,2018:0.4347133758;2019:0.8823529412,INA2A03;INA2A01,,Indonesia
494,Oswaldo Jaziel Purnama,"Purnama, Oswaldo Jaziel",oswaldo jaziel purnama,Indonesia,indonesia,1,2023,2023:Merit,2023:220,2023:0.2857142857,INA2B-P01,,Indonesia
495,Ouw Brian Thadius Santoso,"Santoso, Ouw Brian Thadius",ouw brian thadius santoso,Indonesia,indonesia,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Indonesia
496,Pasha Razaka Fitrah Madjid,"Madjid, Pasha Razaka Fitrah",pasha razaka fitrah madjid,Indonesia,indonesia,1,2018,2018:Bronze,2018:64,2018:0.7961783439,INA2E02,,Indonesia
497,Peter Aristo Hadi Gunawan,"Gunawan, Peter Aristo Hadi",peter aristo hadi gunawan,Indonesia,indonesia,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Indonesia
498,Pikatan Arya Bramajati,"Bramajati, Pikatan Arya",pikatan arya bramajati,Indonesia,indonesia,1,2015,2015:Bronze,2015:93,2015:0.6980519481,INA2C01,,Indonesia
499,Queen Alexandria Putri K,"K, Queen Alexandria Putri",queen alexandria putri k,Indonesia,indonesia,1,2021,2021:Merit,2021:163,2021:0.4775641026,INA2I-P03,,Indonesia
500,Radian,Radian,radian,Indonesia,indonesia,1,2014,2014:Bronze,2014:80,2014:0.7523219814,INA2B02,,Indonesia
501,Rafael Kristoforus Yanto,"Yanto, Rafael Kristoforus",rafael kristoforus yanto,Indonesia,indonesia,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,INA-SP-D28,,Indonesia
502,Rafifah Utami Ananda,"Ananda, Rafifah Utami",rafifah utami ananda,Indonesia,indonesia,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,INA2A04,,Indonesia
503,Raia Deandra,"Deandra, Raia",raia deandra,Indonesia,indonesia,1,2023,2023:Merit,2023:220,2023:0.2857142857,INA2B-P02,,Indonesia
504,Raisya Kamila Azzahra,"Azzahra, Raisya Kamila",raisya kamila azzahra,Indonesia,indonesia,1,2021,2021:Merit,2021:163,2021:0.4775641026,INA2F-P03,,Indonesia
505,Rania Maritza Larasati,"Larasati, Rania Maritza",rania maritza larasati,Indonesia,indonesia,1,2021,2021:Merit,2021:163,2021:0.4775641026,IGT2A-P02,,Indonesia
506,Reynard Suhada,"Suhada, Reynard",reynard suhada,Indonesia,indonesia,1,2017,2017:Bronze,2017:102,2017:0.6588628763,INA2C01,,Indonesia
507,Rizky Rajendra Ananta Dewa,"Ananta Dewa, Rizky Rajendra",rizky rajendra ananta dewa,Indonesia,indonesia,1,2016,2016:Merit,2016:166,2016:0.3664122137,INA-SP-C23,,Indonesia
508,Ryan Suwandi,"Suwandi, Ryan",ryan suwandi,Indonesia,indonesia,1,2018,2018:Bronze,2018:64,2018:0.7961783439,INA2B03,,Indonesia
509,Sandhya Mahendra Dhaneswara,"Dhaneswara, Sandhya Mahendra",sandhya mahendra dhaneswara,Indonesia,indonesia,1,2019,2019:Bronze,2019:87,2019:0.6588235294,INA2A04,,Indonesia
510,Shakira Amirah,"Amirah, Shakira",shakira amirah,Indonesia,indonesia,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,INA2D04,,Indonesia
511,Stanve Avrilium Widjaja,"Widjaja, Stanve Avrilium",stanve avrilium widjaja,Indonesia,indonesia,1,2014,2014:Gold,2014:20.5,2014:0.9365325077,INA2B03,,Indonesia
512,Sulthan Bimo Rizqullah,"Rizqullah, Sulthan Bimo",sulthan bimo rizqullah,Indonesia,indonesia,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Indonesia
513,Suryajaya Enggalhardjo,"Enggalhardjo, Suryajaya",suryajaya enggalhardjo,Indonesia,indonesia,1,2021,2021:Merit,2021:136.5,2021:0.5625,INA2E-P03,,Indonesia
514,Sutan Daiyan Raifa Zaydan A,"A, Sutan Daiyan Raifa Zaydan",sutan daiyan raifa zaydan a,Indonesia,indonesia,1,2021,2021:Silver,2021:53,2021:0.8301282051,INA2A-P04,,Indonesia
515,Tanisya Putri Wirawan,"Wirawan, Tanisya Putri",tanisya putri wirawan,Indonesia,indonesia,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,INA2C04,,Indonesia
516,Teuku Arkansyah Ali,"Ali, Teuku Arkansyah",teuku arkansyah ali,Indonesia,indonesia,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,INA2E01,,Indonesia
517,Tishiena Lovenath Unarta,"Unarta, Tishiena Lovenath",tishiena lovenath unarta,Indonesia,indonesia,1,2022,2022:Merit,2022:201.5,2022:0.3003472222,INA2E-P04,,Indonesia
518,Tracy Charles,"Charles, Tracy",tracy charles,Indonesia,indonesia,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,INA2B01,,Indonesia
519,Vanessa Lim,"Lim, Vanessa",vanessa lim,Indonesia,indonesia,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,INA2B04,,Indonesia
520,Vania Rizky Juliana Wachid,"Wachid, Vania Rizky Juliana",vania rizky juliana wachid,Indonesia,indonesia,1,2014,2014:Merit,2014:185.5,2014:0.4256965944,INA2D03,,Indonesia
521,Vittorio Alison,"Alison, Vittorio",vittorio alison,Indonesia,indonesia,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Indonesia
522,Wage Mareto,"Mareto, Wage",wage mareto,Indonesia,indonesia,1,2016,2016:Merit,2016:166,2016:0.3664122137,INA-SP-A14,,Indonesia
523,Yedija Nicholas Kurniawidi,"Kurniawidi, Yedija Nicholas",yedija nicholas kurniawidi,Indonesia,indonesia,1,2018,2018:Silver,2018:37.5,2018:0.8805732484,INA2B02,,Indonesia
524,Zaki Miza Abqari,"Abqari, Zaki Miza",zaki miza abqari,Indonesia,indonesia,1,2021,2021:Merit,2021:193,2021:0.3814102564,INA2E-P04,,Indonesia
525,Ali Ghaheri,"Ghaheri, Ali",ali ghaheri,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,IRI2B04,,Islamic Republic of Iran
526,Ali Golzarfar,"Golzarfar, Ali",ali golzarfar,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2D01,,Islamic Republic of Iran
527,Alireza Askary,"Askary, Alireza",alireza askary,Islamic Republic of Iran,islamic republic of iran,2,2014;2015,2014:Merit;2015:Merit,2014:164.5;2015:161.5,2014:0.4907120743;2015:0.4756493506,IRI2B01;IRI2A03,,Islamic Republic of Iran
528,Alireza Rezaeimoghadam,"Rezaeimoghadam, Alireza",alireza rezaeimoghadam,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Gold,2017:5.5,2017:0.9816053512,IRI2B04,,Islamic Republic of Iran
529,Alireza Samimi,"Samimi, Alireza",alireza samimi,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Bronze,2017:102,2017:0.6588628763,IRI2C04,,Islamic Republic of Iran
530,Amir Ali Gerveei,"Gerveei, Amir Ali",amir ali gerveei,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Silver,2017:33.5,2017:0.8879598662,IRI2B02,,Islamic Republic of Iran
531,Amir Hossein Shahabi,"Shahabi, Amir Hossein",amir hossein shahabi,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Merit,2016:166,2016:0.3664122137,IRI-SP-B13,,Islamic Republic of Iran
532,Amirali Nikoo,"Nikoo, Amirali",amirali nikoo,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,IRI2A03,,Islamic Republic of Iran
533,Amirhossein Bateni,"Bateni, Amirhossein",amirhossein bateni,Islamic Republic of Iran,islamic republic of iran,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,IRI2A03,,Islamic Republic of Iran
534,Amirhossein Ghaedi,"Ghaedi, Amirhossein",amirhossein ghaedi,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:126,2015:0.5909090909,IRI2C03,,Islamic Republic of Iran
535,Amirmahdi Hosseinabadi,"Hosseinabadi, Amirmahdi",amirmahdi hosseinabadi,Islamic Republic of Iran,islamic republic of iran,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Islamic Republic of Iran
536,Amirmahdi Vahedinejad,"Vahedinejad, Amirmahdi",amirmahdi vahedinejad,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2C01,,Islamic Republic of Iran
537,Amirmohammad Heidari,"Heidari, Amirmohammad",amirmohammad heidari,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Merit,2016:187,2016:0.286259542,IRI-SP-A10,,Islamic Republic of Iran
538,Amirmohammad Karimi,"Karimi, Amirmohammad",amirmohammad karimi,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,IRI-SP-B16,,Islamic Republic of Iran
539,Amirmojtaba Sabour,"Sabour, Amirmojtaba",amirmojtaba sabour,Islamic Republic of Iran,islamic republic of iran,1,2013,2013:Silver,2013:33,2013:0.887755102,,,Islamic Republic of Iran
540,Amirreza Khorasanian,"Khorasanian, Amirreza",amirreza khorasanian,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:198,2015:0.3571428571,IRI2C04,,Islamic Republic of Iran
541,Arash Izadi,"Izadi, Arash",arash izadi,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Merit,2016:166,2016:0.3664122137,IRI-SP-A11,,Islamic Republic of Iran
542,Ardavan Giti,"Giti, Ardavan",ardavan giti,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Merit,2017:132,2017:0.5585284281,IRI2C01,,Islamic Republic of Iran
543,Arian Zamani,"Zamani, Arian",arian zamani,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Bronze,2015:93,2015:0.6980519481,IRI2A02,,Islamic Republic of Iran
544,Arman Mohammadi,"Mohammadi, Arman",arman mohammadi,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Bronze,2015:93,2015:0.6980519481,IRI2A01,,Islamic Republic of Iran
545,Arshia Abolghasemi,"Abolghasemi, Arshia",arshia abolghasemi,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,IRI2B03,,Islamic Republic of Iran
546,Aryan Khajehshahzanian,"Khajehshahzanian, Aryan",aryan khajehshahzanian,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Merit,2016:187,2016:0.286259542,IRI-SP-A12,,Islamic Republic of Iran
547,Bahar Safariparni,"Safariparni, Bahar",bahar safariparni,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:109,2019:0.5725490196,IRI2B03,,Islamic Republic of Iran
548,Barad Kadivar,"Kadivar, Barad",barad kadivar,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:153.5,2019:0.3980392157,IRI2D04,,Islamic Republic of Iran
549,Borna Farzaneh Daghigh,"Daghigh, Borna Farzaneh",borna farzaneh daghigh,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:109,2019:0.5725490196,IRI2C03,,Islamic Republic of Iran
550,Borna Majidi,"Majidi, Borna",borna majidi,Islamic Republic of Iran,islamic republic of iran,1,2021,2021:Merit,2021:136.5,2021:0.5625,IRN2A-P04,,Islamic Republic of Iran
551,Diana Sabahifard,"Sabahifard, Diana",diana sabahifard,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2A03,,Islamic Republic of Iran
552,Faraz Ghahremany Kooreh,"Ghahremany Kooreh, Faraz",faraz ghahremany kooreh,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:198,2015:0.3571428571,IRI2B01,,Islamic Republic of Iran
553,Farhood Rostamkhani,"Rostamkhani, Farhood",farhood rostamkhani,Islamic Republic of Iran,islamic republic of iran,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Islamic Republic of Iran
554,Farshid Nooshi,"Nooshi, Farshid",farshid nooshi,Islamic Republic of Iran,islamic republic of iran,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,IRI2A04,,Islamic Republic of Iran
555,Haman Bagherian Lemraski,"Lemraski, Haman Bagherian",haman bagherian lemraski,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Silver,2015:58,2015:0.8116883117,IRI2A04,,Islamic Republic of Iran
556,Hooman Rajaeian,"Rajaeian, Hooman",hooman rajaeian,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2D03,,Islamic Republic of Iran
557,Hossein Gholizadeh,"Gholizadeh, Hossein",hossein gholizadeh,Islamic Republic of Iran,islamic republic of iran,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,IRI2A01,,Islamic Republic of Iran
558,Kasra Izadpanahi,"Izadpanahi, Kasra",kasra izadpanahi,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Bronze,2018:64,2018:0.7961783439,IRI2C01,,Islamic Republic of Iran
559,Kasra Mazaheri,"Mazaheri, Kasra",kasra mazaheri,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,IRI2C02,,Islamic Republic of Iran
560,Kimia Mohammadrezaeetalkhoncheh,"Mohammadrezaeetalkhoncheh, Kimia",kimia mohammadrezaeetalkhoncheh,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:109,2019:0.5725490196,IRI2A04,,Islamic Republic of Iran
561,Koushan Hajiouni,"Hajiouni, Koushan",koushan hajiouni,Islamic Republic of Iran,islamic republic of iran,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Islamic Republic of Iran
562,Mahdi Yousefian,"Yousefian, Mahdi",mahdi yousefian,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Bronze,2017:102,2017:0.6588628763,IRI2B01,,Islamic Republic of Iran
563,Mehrara Shafieealavijeh,"Shafieealavijeh, Mehrara",mehrara shafieealavijeh,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2B01,,Islamic Republic of Iran
564,Mohammad Mahdi Aliasghari,"Aliasghari, Mohammad Mahdi",mohammad mahdi aliasghari,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Bronze,2018:64,2018:0.7961783439,IRI2D01,,Islamic Republic of Iran
565,Mohammadmatin Ansari,"Ansari, Mohammadmatin",mohammadmatin ansari,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Bronze,2018:96.5,2018:0.6926751592,IRI2A01,,Islamic Republic of Iran
566,Mohammadpouya Pakseresht,"Pakseresht, Mohammadpouya",mohammadpouya pakseresht,Islamic Republic of Iran,islamic republic of iran,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Islamic Republic of Iran
567,Mohammadreza Ghelejkhani,"Ghelejkhani, Mohammadreza",mohammadreza ghelejkhani,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Bronze,2017:102,2017:0.6588628763,IRI2C02,,Islamic Republic of Iran
568,Mohammadreza Mohammadi Shandiz,"Shandiz, Mohammadreza Mohammadi",mohammadreza mohammadi shandiz,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,IRI2C03,,Islamic Republic of Iran
569,Mohammadreza Saberi Jafari,"Jafari, Mohammadreza Saberi",mohammadreza saberi jafari,Islamic Republic of Iran,islamic republic of iran,1,2014,2014:Merit,2014:135,2014:0.5820433437,IRI2A02,,Islamic Republic of Iran
570,Nima Farajee,"Farajee, Nima",nima farajee,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,IRI2C04,,Islamic Republic of Iran
571,Nima Rasti,"Rasti, Nima",nima rasti,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,IRI2A04,,Islamic Republic of Iran
572,Parnia Dabagh,"Dabagh, Parnia",parnia dabagh,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:109,2019:0.5725490196,IRI2B02,,Islamic Republic of Iran
573,Parsa Golestani,"Golestani, Parsa",parsa golestani,Islamic Republic of Iran,islamic republic of iran,1,2021,2021:Merit,2021:193,2021:0.3814102564,IRN2A-P01,,Islamic Republic of Iran
574,Parsa Mirzaei Jadidi,"Jadidi, Parsa Mirzaei",parsa mirzaei jadidi,Islamic Republic of Iran,islamic republic of iran,1,2014,2014:Merit,2014:135,2014:0.5820433437,IRI2B02,,Islamic Republic of Iran
575,Pedram Hosseinzad Partovi,"Partovi, Pedram Hosseinzad",pedram hosseinzad partovi,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Bronze,2019:87,2019:0.6588235294,IRI2D02,,Islamic Republic of Iran
576,Reza Esmailpour,"Esmailpour, Reza",reza esmailpour,Islamic Republic of Iran,islamic republic of iran,1,2021,2021:Silver,2021:53,2021:0.8301282051,IRN2A-P03,,Islamic Republic of Iran
577,Sara Mohammadi,"Mohammadi, Sara",sara mohammadi,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,IRI2D01,,Islamic Republic of Iran
578,Sepanta Samani,"Samani, Sepanta",sepanta samani,Islamic Republic of Iran,islamic republic of iran,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,IRI2D03,,Islamic Republic of Iran
579,Setayesh Salimitousi,"Salimitousi, Setayesh",setayesh salimitousi,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:109,2019:0.5725490196,IRI2A02,,Islamic Republic of Iran
580,Seyed Mohammad Amin Dashti,"Dashti, Seyed Mohammad Amin",seyed mohammad amin dashti,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,IRI2B03,,Islamic Republic of Iran
581,Seyedeh Dorsa Akhavan Maroufi,"Maroufi, Seyedeh Dorsa Akhavan",seyedeh dorsa akhavan maroufi,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Bronze,2016:74,2016:0.7175572519,IRI-SP-C18,,Islamic Republic of Iran
582,Shayan Pardis,"Pardis, Shayan",shayan pardis,Islamic Republic of Iran,islamic republic of iran,1,2016,2016:Silver,2016:37.5,2016:0.856870229,IRI-SP-A09,,Islamic Republic of Iran
583,Tasnim Soltanieh,"Soltanieh, Tasnim",tasnim soltanieh,Islamic Republic of Iran,islamic republic of iran,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,IRI2D01,,Islamic Republic of Iran
584,Yekta Beheshtizade,"Beheshtizade, Yekta",yekta beheshtizade,Islamic Republic of Iran,islamic republic of iran,1,2019,2019:Merit,2019:131,2019:0.4862745098,IRI2B04,,Islamic Republic of Iran
585,Zahra Fatoorehchi,"Fatoorehchi, Zahra",zahra fatoorehchi,Islamic Republic of Iran,islamic republic of iran,1,2017,2017:Bronze,2017:102,2017:0.6588628763,IRI2A02,,Islamic Republic of Iran
